,SAR,CUSTOMER_TYPE.x,RISK_RATING.x,PEP_FLAG,OFFSHORE_FLAG,BUSINESS_TYPE_DESCRIPTION,COMPANY_FORM,MAIN_RELATIONSHIP_MGR_SRC_UNID,PARENT_CHILD_FLAG,PLACE_OF_BIRTH,DOMESTIC_PEP_CODE,DOMESTIC_PEP_SOURCE_CODE,FOREIGN_PEP_CODE,FOREIGN_PEP_SOURCE_CODE,ADDRESS_COUNTRY_REGION,ADDRESS_COUNTRY_RISK_WEIGHT,CUST_TYPE_ALTERNATIVE_DESCR,BUSINESS_TYPE,BUSINESS_TYPE_DESC,AVG_MT103_DEBIT_3M,AVG_MT103_DEBIT_12M,RATIO_NUM_MT103_12M,TTL_NUM_IN_MT202_M1_TXN,TTL_NUM_IN_MT202_M2_TXN,TTL_NUM_IN_MT202_M3_TXN,TTL_NUM_IN_MT202_M4_TXN,TTL_NUM_IN_MT202_M5_TXN,TTL_NUM_IN_MT202_M6_TXN,TTL_NUM_IN_MT202_M7_TXN,TTL_NUM_IN_MT202_M8_TXN,TTL_NUM_IN_MT202_M9_TXN,TTL_NUM_IN_MT202_M10_TXN,TTL_NUM_IN_MT202_M11_TXN,TTL_NUM_IN_MT202_M12_TXN,TTL_NUM_IN_MT103_202C_M1_TXN,CLIENT_ACC_KNOWN_FOR_MONTH,pred_rf.No_SAR,pred_rf.SAR,ratio_bins
935,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,1603.67,1171.25,36.92,1572,1887,1352,1305,1816,1843,1598,968,264,241,300,1162,1319,76,0.81,0.19,"(36.5,43.6]"
936,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,17.67,33.67,-47.52,16,19,18,18,10,13,37,33,37,45,65,44,65,84,0.97,0.03,"(-51.1,-36.4]"
937,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBRYD1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,438,225.75,94.02,694,286,334,225,257,205,247,208,220,207,190,174,156,77,0.93,0.07,"(88.9,140]"
938,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,477.67,219,118.11,371,484,578,228,289,264,110,130,127,115,102,100,101,79,1.00,0.00,"(88.9,140]"
939,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI3,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,1,80.92,-98.76,1,1,1,68,108,93,126,91,103,95,109,108,68,74,0.99,0.01,"(-99.1,-51.1]"
940,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,Podgorica,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,78,59.58,30.91,114,86,34,25,55,43,68,77,74,52,58,63,80,83,0.98,0.02,"(-36.4,31.8]"
941,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,88.33,40,120.83,143,74,48,56,37,40,40,50,33,23,24,23,32,78,0.99,0.01,"(88.9,140]"
942,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,364,158.92,129.05,382,392,318,330,227,55,97,85,93,91,81,54,84,78,0.85,0.15,"(88.9,140]"
943,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),Y,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,10985.33,8382.25,31.05,11017,13395,8544,6612,9034,7934,7958,9519,7186,7885,7712,7988,6820,76,1.00,0.00,"(-36.4,31.8]"
944,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,61.67,43.42,42.03,60,69,56,43,35,32,41,41,25,45,52,46,36,49,1.00,0.00,"(36.5,43.6]"
945,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,6,8.92,-32.71,10,6,2,19,7,18,18,9,5,2,5,9,7,75,1.00,0.00,"(-36.4,31.8]"
946,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,378.33,150.17,151.94,454,386,295,25,13,20,14,17,22,18,28,486,478,78,0.96,0.04,"(140,616]"
947,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),Y,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,25.33,18.75,35.11,27,25,24,21,27,20,17,20,13,17,13,12,16,82,1.00,0.00,"(31.8,36.5]"
948,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,65.67,138,-52.42,6,59,132,111,152,110,86,78,132,150,194,214,238,76,0.84,0.16,"(-99.1,-51.1]"
949,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),Y,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,22.67,15.33,47.83,21,27,20,17,20,13,17,13,12,16,5,11,13,79,1.00,0.00,"(43.6,51.6]"
950,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Kommanditgesellschaft,WZHSRY1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,7.33,25.5,-71.24,6,6,10,6,4,18,29,37,43,48,44,38,23,79,1.00,0.00,"(-99.1,-51.1]"
951,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,Sarajevo,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,1.67,5.58,-70.15,2,2,1,6,3,5,7,5,8,10,6,7,7,80,1.00,0.00,"(-99.1,-51.1]"
952,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBKUI,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,101.33,311.75,-67.5,108,90,106,131,159,408,444,537,542,580,387,311,46,79,0.47,0.53,"(-99.1,-51.1]"
953,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,49.33,37.58,31.26,62,42,44,48,44,44,34,27,31,25,32,41,39,48,0.99,0.01,"(-36.4,31.8]"
954,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,126.67,39.58,220,132,132,116,69,39,11,12,15,12,6,21,18,24,78,0.99,0.01,"(140,616]"
955,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,23.67,86.25,-72.56,31,16,24,28,127,118,120,113,106,114,118,69,82,64,0.86,0.14,"(-99.1,-51.1]"
956,No_SAR,FI - Corr-Bank CIS,High Risk (special case),Y,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,1458,2173.33,-32.91,1296,1476,1602,1873,2312,2139,3032,2513,2261,2186,2355,2148,2183,78,0.97,0.03,"(-36.4,31.8]"
957,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,54.33,29,87.36,58,58,47,41,29,42,30,17,24,14,12,25,9,80,1.00,0.00,"(63.9,88.9]"
958,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,115.67,188.42,-38.61,86,136,125,166,141,184,282,230,151,167,199,230,250,52,0.81,0.19,"(-51.1,-36.4]"
959,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,45.67,25.33,80.26,38,68,31,19,15,33,11,13,39,23,12,18,22,73,1.00,0.00,"(63.9,88.9]"
960,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,13.67,25.67,-46.75,0,9,32,28,34,24,25,34,26,24,34,27,11,42,1.00,0.00,"(-51.1,-36.4]"
961,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,602.33,445.83,35.1,590,657,560,476,526,482,493,435,355,299,364,345,358,76,0.85,0.15,"(31.8,36.5]"
962,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,Moskau,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,353.33,269.42,31.15,376,356,328,356,289,252,275,231,201,270,211,171,293,84,0.95,0.05,"(-36.4,31.8]"
963,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA-CSTD,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,3.33,5.58,-40.3,3,4,3,7,9,5,2,5,5,2,4,13,8,80,1.00,0.00,"(-51.1,-36.4]"
964,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,3,4.5,-33.33,4,3,2,3,2,6,5,4,11,4,3,4,7,52,1.00,0.00,"(-36.4,31.8]"
965,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,52,23.83,118.18,50,51,55,57,49,36,2,9,4,8,7,7,1,19,1.00,0.00,"(88.9,140]"
966,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,284,128,121.88,518,209,125,133,112,147,132,123,123,125,113,90,104,77,0.86,0.14,"(88.9,140]"
967,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,206,152.83,34.79,245,208,165,219,145,136,156,132,144,136,154,176,63,38,0.97,0.03,"(31.8,36.5]"
968,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,260.33,139.58,86.51,228,289,264,110,130,127,115,102,100,101,152,84,101,76,0.93,0.07,"(63.9,88.9]"
969,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBBGD,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,6.67,12.25,-45.58,11,6,3,1,8,9,9,8,17,7,20,32,27,70,1.00,0.00,"(-51.1,-36.4]"
970,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,161.67,62.92,156.95,155,187,143,74,48,56,37,40,40,50,33,23,24,80,0.99,0.01,"(140,616]"
971,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,573.67,349.17,64.3,643,576,502,601,408,494,294,196,284,224,199,237,175,55,0.92,0.08,"(63.9,88.9]"
972,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,Moskau,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,30.33,19.08,58.95,29,30,32,30,33,28,29,28,3,7,3,2,4,81,1.00,0.00,"(51.6,63.9]"
973,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBRYD1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,30,22,36.36,22,38,30,21,18,25,12,24,22,21,16,16,21,73,1.00,0.00,"(31.8,36.5]"
974,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,221,121.75,81.52,289,264,110,130,127,115,102,100,101,152,84,101,75,75,0.82,0.18,"(63.9,88.9]"
975,No_SAR,FI - Corr-Bank CIS,High Risk (special case),Y,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,704.33,391.58,79.87,212,743,1158,970,797,220,194,64,102,134,127,92,98,74,0.88,0.12,"(63.9,88.9]"
976,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,859.33,378.25,127.19,859,872,847,762,908,612,101,81,99,65,54,76,62,79,0.99,0.01,"(88.9,140]"
977,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,74.33,55,35.15,61,65,97,74,102,66,58,45,36,35,28,24,30,74,0.99,0.01,"(31.8,36.5]"
978,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,6.33,10.33,-38.71,7,5,7,12,7,8,6,15,8,12,9,11,24,79,1.00,0.00,"(-51.1,-36.4]"
979,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,61,39.58,54.11,85,52,46,59,58,45,38,68,31,19,15,33,11,79,0.99,0.01,"(51.6,63.9]"
980,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,2,6.25,-68,1,3,2,1,2,4,3,2,2,6,12,25,13,73,1.00,0.00,"(-99.1,-51.1]"
981,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,245.33,133,84.46,237,138,361,109,117,129,111,115,95,77,138,108,98,82,0.97,0.03,"(63.9,88.9]"
982,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBJM1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,33.33,21.25,56.86,31,35,34,33,36,32,28,11,12,12,6,12,4,79,1.00,0.00,"(51.6,63.9]"
983,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,62.67,38.75,61.72,41,72,75,41,62,28,28,28,40,25,27,23,16,73,1.00,0.00,"(51.6,63.9]"
984,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBLNO,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,1162.67,2280,-49.01,1268,999,1221,977,1560,2892,2844,2707,2781,2904,2831,2834,2810,77,0.96,0.04,"(-51.1,-36.4]"
985,No_SAR,FI - Corr-Bank CIS,High Risk (special case),Y,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,1355.67,1944.08,-30.27,1428,1537,1102,1296,1476,1602,1873,2312,2139,3032,2513,2261,2186,81,0.97,0.03,"(-36.4,31.8]"
986,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,230,166.92,37.79,248,228,214,202,157,183,164,153,124,126,137,155,160,63,0.76,0.24,"(36.5,43.6]"
987,No_SAR,FI - Corr-Bank USA,High Risk (special case),N,N,64190 - Kreditinstitute (ohne Spezialkreditinstitute),Aktiengesellschaft,WZBMFO,C,NA,NO_PEP,NONE,NO_PEP,NONE,NUS-CSTD,1,11 - Banks - FI,64190,64190 - Kreditinstitute (ohne Spezialkreditinstitute),7283.67,5303.17,37.35,7652,8005,6194,5545,6229,4919,5019,6323,5319,4161,4073,4094,3757,79,1.00,0.00,"(36.5,43.6]"
988,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBHEF1,C,Albanien,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,220.33,168.92,30.44,201,222,238,172,178,166,139,186,163,134,147,161,121,82,0.80,0.20,"(-36.4,31.8]"
989,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,Tashkent,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,11.67,8.67,34.62,10,15,10,13,14,6,4,2,12,4,11,6,7,76,1.00,0.00,"(31.8,36.5]"
990,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,53 - Public Sector (Non-Commercial Undertaking Sover) - CORP,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,10,33.08,-69.77,13,5,12,12,83,14,20,23,55,42,43,39,49,73,1.00,0.00,"(-99.1,-51.1]"
991,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,49,25.83,89.68,69,34,44,24,16,20,29,24,44,22,15,14,24,83,1.00,0.00,"(88.9,140]"
992,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,32.33,20.83,55.2,28,31,38,27,25,22,8,18,14,18,22,10,17,79,0.97,0.03,"(51.6,63.9]"
