,SAR,CUSTOMER_TYPE.x,RISK_RATING.x,PEP_FLAG,OFFSHORE_FLAG,BUSINESS_TYPE_DESCRIPTION,COMPANY_FORM,MAIN_RELATIONSHIP_MGR_SRC_UNID,PARENT_CHILD_FLAG,PLACE_OF_BIRTH,DOMESTIC_PEP_CODE,DOMESTIC_PEP_SOURCE_CODE,FOREIGN_PEP_CODE,FOREIGN_PEP_SOURCE_CODE,ADDRESS_COUNTRY_REGION,ADDRESS_COUNTRY_RISK_WEIGHT,CUST_TYPE_ALTERNATIVE_DESCR,BUSINESS_TYPE,BUSINESS_TYPE_DESC,AVG_MT103_DEBIT_3M,AVG_MT103_DEBIT_12M,RATIO_NUM_MT103_12M,TTL_NUM_IN_MT202_M1_TXN,TTL_NUM_IN_MT202_M2_TXN,TTL_NUM_IN_MT202_M3_TXN,TTL_NUM_IN_MT202_M4_TXN,TTL_NUM_IN_MT202_M5_TXN,TTL_NUM_IN_MT202_M6_TXN,TTL_NUM_IN_MT202_M7_TXN,TTL_NUM_IN_MT202_M8_TXN,TTL_NUM_IN_MT202_M9_TXN,TTL_NUM_IN_MT202_M10_TXN,TTL_NUM_IN_MT202_M11_TXN,TTL_NUM_IN_MT202_M12_TXN,TTL_NUM_IN_MT103_202C_M1_TXN,CLIENT_ACC_KNOWN_FOR_MONTH,pred_rf.No_SAR,pred_rf.SAR,ratio_bins
1,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,98.33,206.92,-52.48,120,88,87,195,147,202,172,152,155,153,381,366,385,75,0.69,0.31,"(-99.1,-51.1]"
2,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,466.33,298.08,56.44,407,519,473,498,482,572,473,505,9,20,16,6,4,73,1.00,0.00,"(51.6,63.9]"
3,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBBRI5,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,8,5.58,43.28,12,6,6,8,11,7,8,4,7,5,1,2,2,79,1.00,0.00,"(36.5,43.6]"
4,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,8,6.08,31.51,10,7,7,1,1,3,3,7,10,6,2,19,7,83,1.00,0.00,"(-36.4,31.8]"
5,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,21.33,14.42,47.98,26,20,18,9,11,15,12,12,14,16,19,13,14,84,1.00,0.00,"(43.6,51.6]"
6,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,367.67,68,440.69,833,203,67,77,74,71,76,60,30,33,105,19,1,78,0.83,0.17,"(140,616]"
7,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,64,110.75,-42.21,65,73,54,73,78,82,65,51,26,38,298,271,220,29,0.98,0.02,"(-51.1,-36.4]"
8,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,56.67,43.17,31.27,63,52,55,51,51,50,51,55,57,49,36,2,9,24,1.00,0.00,"(-36.4,31.8]"
9,No_SAR,FI - Corr-Bank Other,High Risk (special case),Y,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,29.67,22.75,30.4,28,27,34,32,22,32,24,13,18,21,17,19,14,77,0.97,0.03,"(-36.4,31.8]"
10,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,155,65.75,135.74,146,178,141,125,112,105,18,26,17,10,18,20,19,31,0.99,0.01,"(88.9,140]"
11,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,26.33,18.58,41.7,31,30,18,10,13,21,17,17,16,29,16,6,30,84,1.00,0.00,"(36.5,43.6]"
12,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,29.67,17.75,67.14,42,30,17,24,14,12,25,9,16,17,6,26,17,75,1.00,0.00,"(63.9,88.9]"
13,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,299,205.5,45.5,236,341,320,276,255,235,229,212,169,158,106,86,79,73,0.80,0.20,"(43.6,51.6]"
14,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBPZF,C,NA,NO_PEP,NONE,NO_PEP,NONE,EFTA-CSTD,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,60,93.67,-35.94,56,54,70,55,89,122,75,96,103,122,107,117,114,60,0.98,0.02,"(-36.4,31.8]"
15,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,RELATED_PEP,INHERITED,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,474,223.58,112,486,467,469,518,209,125,133,112,147,132,123,123,125,80,0.63,0.37,"(88.9,140]"
16,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,572,306.75,86.47,607,590,519,594,517,833,203,67,77,74,71,76,60,83,0.95,0.05,"(63.9,88.9]"
17,No_SAR,FI - Corr-Bank Other,High Risk (special case),Y,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,4.67,7,-33.33,10,3,1,9,2,4,11,6,6,5,11,12,14,25,1.00,0.00,"(-36.4,31.8]"
18,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Sonstige Rechtsformen,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,59 - Multilateral Development Banks - other - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,7.67,11.67,-34.29,9,8,6,11,9,16,33,13,2,10,12,8,12,71,1.00,0.00,"(-36.4,31.8]"
19,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,314.33,203.33,54.59,281,281,381,235,174,76,68,96,199,239,220,234,237,80,0.66,0.34,"(51.6,63.9]"
20,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,374,154.17,142.59,480,437,205,134,123,125,149,132,120,156,102,66,101,84,0.95,0.05,"(140,616]"
21,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,124.33,94.42,31.69,119,145,109,109,92,110,101,78,82,58,71,87,91,83,1.00,0.00,"(-36.4,31.8]"
22,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,20.67,14.67,40.91,28,18,16,22,15,15,20,17,6,9,9,20,9,82,1.00,0.00,"(36.5,43.6]"
23,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,29,8.42,244.55,49,36,2,9,4,8,7,7,1,10,9,6,2,15,1.00,0.00,"(140,616]"
24,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,1001.67,699.08,43.28,1001,1008,996,827,902,726,762,838,727,647,502,269,185,84,0.84,0.16,"(36.5,43.6]"
25,No_SAR,FI - Corr-Bank BALTIC,High Risk (special case),N,N,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,3,11 - Banks - FI,66-FI-Corr-B-BALTIC,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,1632.33,462.67,252.81,1619,1923,1355,341,182,190,286,212,230,286,269,176,102,73,0.78,0.22,"(140,616]"
26,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBJM1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,53,37.42,41.65,56,51,52,60,58,53,24,18,20,11,27,40,35,82,1.00,0.00,"(36.5,43.6]"
27,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,753.67,409.42,84.08,749,723,789,681,707,435,316,373,271,265,269,48,36,82,0.70,0.30,"(63.9,88.9]"
28,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBBRI5,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,12.33,8.08,52.58,14,11,12,12,6,6,8,11,7,8,4,7,5,82,1.00,0.00,"(51.6,63.9]"
29,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,468,268.75,74.14,582,422,400,410,424,370,380,123,144,143,130,139,140,75,0.72,0.28,"(63.9,88.9]"
30,No_SAR,FI - Corr-Bank BALTIC,High Risk (special case),N,N,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,3,11 - Banks - FI,66-FI-Corr-B-BALTIC,66-FI-Corr-B-BALTIC - Correspondent Bank from Baltic Country,65.33,99,-34.01,64,61,71,92,89,59,84,73,71,173,126,128,161,81,0.46,0.54,"(-36.4,31.8]"
31,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,452,313.08,44.37,409,382,565,571,479,553,454,386,295,25,13,20,14,84,0.99,0.01,"(43.6,51.6]"
32,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBTOI2,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,1803.33,1289,39.9,1862,1811,1737,1714,1536,1540,1466,917,1104,814,780,992,1057,83,0.91,0.09,"(36.5,43.6]"
33,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBHBC,C,Hingkong,NO_PEP,NONE,NO_PEP,NONE,ASIA-CSTD,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,26,18.83,38.05,25,29,24,20,24,16,13,21,15,19,22,10,13,46,1.00,0.00,"(36.5,43.6]"
34,SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,60.33,44.75,34.82,61,62,58,31,44,34,36,48,49,38,49,54,34,73,0.70,0.30,"(31.8,36.5]"
35,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,402.67,209.75,91.97,460,366,382,392,318,330,227,55,97,85,93,91,81,80,0.87,0.13,"(88.9,140]"
36,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,37,20.25,82.72,37,45,29,24,45,40,18,6,5,4,2,16,9,76,1.00,0.00,"(63.9,88.9]"
37,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZHZAT1,C,Baku,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,160,73.25,118.43,178,179,123,66,56,53,56,75,61,58,59,49,44,79,0.55,0.45,"(88.9,140]"
38,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA-CSTD,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,3.33,5.17,-35.48,3,3,4,3,7,9,5,2,5,5,2,4,13,81,1.00,0.00,"(-36.4,31.8]"
39,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,597.67,315.08,89.69,620,594,579,532,433,268,204,165,164,215,236,169,222,81,0.67,0.33,"(88.9,140]"
40,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,61.67,41.17,49.8,62,61,62,42,44,48,44,44,34,27,31,25,32,50,1.00,0.00,"(43.6,51.6]"
41,No_SAR,FI - Corr-Bank CIS,High Risk (special case),N,N,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,Aktiengesellschaft,WZBKVA1,C,Kiev,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-CIS,66-FI-Corr-B-CIS - Correspondent Bank from CIS Country,64.67,40,61.67,66,70,58,56,20,20,17,6,4,11,1,7,210,81,0.98,0.02,"(51.6,63.9]"
42,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,MID-EAST,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,414,272.92,51.69,360,297,585,688,247,170,163,170,169,178,204,217,187,79,0.81,0.19,"(51.6,63.9]"
43,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Ges. m. b. H.,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,26.33,58.42,-54.92,20,28,31,28,37,31,16,24,28,127,118,120,113,69,0.97,0.03,"(-99.1,-51.1]"
44,No_SAR,FI - Corr-Bank USA,High Risk (special case),N,N,66-FI-Corr-B-US - Correspondent Bank from USA,Aktiengesellschaft,WZBMFO,C,NA,NO_PEP,NONE,NO_PEP,NONE,NUS-CSTD,1,11 - Banks - FI,66-FI-Corr-B-US,66-FI-Corr-B-US - Correspondent Bank from USA,7.33,5.08,44.26,6,3,13,23,4,5,1,1,1,5,1,2,2,47,1.00,0.00,"(43.6,51.6]"
45,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBGUB,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU28 - EWR,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,380,183.75,106.8,366,382,392,318,330,227,55,97,85,93,91,81,54,79,0.95,0.05,"(88.9,140]"
46,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,52.33,35.25,48.46,55,51,51,50,51,55,57,49,36,2,9,4,8,22,1.00,0.00,"(43.6,51.6]"
47,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,37.33,20.08,85.89,41,29,42,30,17,24,14,12,25,9,16,17,6,77,1.00,0.00,"(63.9,88.9]"
48,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,65.33,120.75,-45.89,44,50,102,126,118,121,121,104,121,144,150,153,139,75,0.85,0.15,"(-51.1,-36.4]"
49,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHBC,C,NA,NO_PEP,NONE,NO_PEP,NONE,ASIA,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,32.33,24.83,30.2,29,24,44,22,15,14,24,19,18,25,22,32,39,77,1.00,0.00,"(-36.4,31.8]"
50,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZHZAT1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,105,69,52.17,103,91,121,105,105,137,128,68,55,1,4,7,6,74,0.99,0.01,"(51.6,63.9]"
51,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBJM1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,17,8.42,101.98,28,11,12,12,6,12,4,9,6,8,7,7,7,73,1.00,0.00,"(88.9,140]"
52,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Sonstige Rechtsformen,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,3,53 - Public Sector (Non-Commercial Undertaking Sover) - CORP,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,9.33,27,-65.43,13,2,13,5,12,12,83,14,20,23,55,42,43,75,0.96,0.04,"(-99.1,-51.1]"
53,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Aktiengesellschaft,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,93.67,65.67,42.64,101,81,99,65,54,76,62,79,38,83,66,47,38,73,0.98,0.02,"(36.5,43.6]"
54,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,1687.33,906.08,86.22,1726,1920,1416,1150,1528,1398,776,541,408,360,486,484,406,76,0.98,0.02,"(63.9,88.9]"
55,No_SAR,FI - Corr-Bank Other,High Risk (special case),Y,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,4.33,7.5,-42.22,3,1,9,2,4,11,6,6,5,11,12,14,9,24,1.00,0.00,"(-51.1,-36.4]"
56,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBKVA1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS,3,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,481.33,305.58,57.51,440,582,422,400,410,424,370,380,123,144,143,130,139,76,0.66,0.34,"(51.6,63.9]"
57,No_SAR,FI - Corr-Bank RUSSIA,High Risk (special case),N,N,66-FI-Corr-B-RU - Correspondent Bank from Russia,Ges. m. b. H.,WZBTOI1,C,NA,NO_PEP,NONE,NO_PEP,NONE,CIS-RUSSIA,3,11 - Banks - FI,66-FI-Corr-B-RU,66-FI-Corr-B-RU - Correspondent Bank from Russia,8,5.5,45.45,5,12,7,3,9,1,4,3,4,4,4,8,7,76,1.00,0.00,"(43.6,51.6]"
58,No_SAR,FI - Corr-Bank Other,High Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBHEF1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EUROPE,2,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,349,267.33,30.55,375,331,341,398,287,391,220,233,328,186,171,177,145,78,0.94,0.06,"(-36.4,31.8]"
59,No_SAR,FI - Corr-Bank Other,Low Risk (special case),N,N,66-FI-Corr-B - Other Correspondent Bank,Aktiengesellschaft,WZBRYD1,C,NA,NO_PEP,NONE,NO_PEP,NONE,EU15 - EWR,1,11 - Banks - FI,66-FI-Corr-B-Other,66-FI-Corr-B - Other Correspondent Bank,15.67,482.33,-96.75,12,18,17,18,62,605,625,696,808,670,747,796,726,83,0.95,0.05,"(-99.1,-51.1]"
